team_global_id,player_global_id,player_firstname,player_lastname,player_position,player_number,player_status,           player_id,player_height,player_weight,player_birthdate,           player_birthcity,player_birthstate,player_birthcountry,player_schoolid,           player_school,player_highschoolstate,player_firstyear,player_experience,           player_suspended,player_draftround,player_draftpick,
25,330408,Lazar,Hayward,Small Forward,11,true,4761,78,225,1986,Buffalo,New York,United States,653,Marquette,MA,2010,2,false,1,30,
25,329187,Thabo,Sefolosha,Guard-Forward,2,true,4141,79,215,1984,Vevey,,Switzerland,,None,,2006,6,false,1,13,
25,395388,James,Harden,Guard-Forward,13,true,4563,77,220,1989,Los Angeles,California,United States,58,Arizona State,CA,2009,3,false,1,3,
25,3107,Derek,Fisher,Point Guard,37,false,3125,73,210,1974,Little Rock,Arkansas,United States,679,Arkansas-Little Rock,AR,1996,16,false,1,24,
25,3254,Nazr,Mohammed,Center,50,true,3272,82,250,1977,Chicago,Illinois,United States,69,Kentucky,IL,1998,14,false,1,29,
25,456450,Serge,Ibaka,Forward-Center,9,true,4486,82,235,1989,Brazzaville,,Congo,,None,,2009,3,false,1,24,
25,57819,Nick,Collison,Forward-Center,4,true,3715,82,255,1980,Orange City,Iowa,United States,20,Kansas,IA,2003,8,false,1,12,
25,300788,Eric,Maynor,Point Guard,6,true,4625,75,170,1987,Raeford,North Carolina,United States,651,Virginia Commonwealth,NC,2009,3,false,1,20,
25,62142,Royal,Ivey,Shooting Guard,27,true,3854,76,215,1981,Harlem,New York,United States,83,Texas,NJ,2004,8,false,2,8,
25,214162,Kendrick,Perkins,Center,5,true,3730,82,275,1984,Nederland,Texas,United States,,None,TX,2003,9,false,1,27,
25,398443,Cole,Aldrich,Center,45,true,4726,83,240,1988,Burnsville,Minnesota,United States,20,Kansas,MN,2010,2,false,1,11,
25,295851,Ryan,Reid,Power Forward,33,false,4788,80,235,1986,Lauderdale Lakes,Florida,United States,3,Florida State,FL,2011,1,false,2,27,
25,462444,Reggie,Jackson,Point Guard,15,true,4906,75,208,1990,Pordenone,,Italy,10,Boston College,CO,2011,1,false,1,24,
25,329525,Kevin,Durant,Small Forward,35,true,4244,81,235,1988,Washington,District of Columbia,United States,83,Texas,MD,2007,5,false,1,2,
25,329471,Daequan,Cook,Shooting Guard,14,true,4299,77,210,1987,Dayton,Ohio,United States,33,Ohio State,OH,2007,5,false,1,21,
25,329830,Russell,Westbrook,Point Guard,0,true,4390,75,190,1988,Long Beach,California,United States,64,UCLA,CA,2008,4,false,1,4,
26,3509,Jamaal,Tinsley,Point Guard,6,true,3528,75,197,1978,Brooklyn,New York,United States,19,Iowa State,NY,2001,9,false,1,27,
26,502808,Derrick,Favors,Forward-Center,15,true,4718,82,248,1991,Atlanta,Georgia,United States,4,Georgia Tech,GA,2010,2,false,1,3,
26,3448,Raja,Bell,Shooting Guard,19,true,3467,77,210,1976,St. Croix,,U.S. Virgin Islands,689,Florida International,FL,2000,12,false,Undrafted,,
26,253995,Al,Jefferson,Forward-Center,25,true,3832,82,289,1985,Monticello,Mississippi,United States,,None,MS,2004,8,false,1,15,
26,292394,C.J.,Miles,Guard-Forward,34,true,3960,78,222,1987,Dallas,Texas,United States,,None,TX,2005,7,false,2,4,
26,512995,Alec,Burks,Shooting Guard,10,true,4893,78,202,1991,Grandview,Missouri,United States,18,Colorado,MO,2011,1,false,1,12,
26,262890,DeMarre,Carroll,Power Forward,3,true,4632,80,212,1986,Birmingham,Alabama,United States,22,Missouri,AL,2009,3,false,1,27,
26,553574,Enes,Kanter,Center,0,true,4899,83,262,1992,Zurich,,Switzerland,69,Kentucky,,2011,1,false,1,3,
26,3530,Earl,Watson,Point Guard,11,true,3549,73,199,1979,Kansas City,Kansas,United States,64,UCLA,KS,2001,11,false,2,11,
26,340764,Jeremy,Evans,Forward,40,true,4786,81,194,1987,Crossett,Arkansas,United States,224,Western Kentucky,AR,2010,2,false,2,25,
26,237675,Paul,Millsap,Power Forward,24,true,4175,80,250,1985,Monroe,Louisiana,United States,38,Louisiana Tech,LA,2006,6,false,2,17,
26,229993,Blake,Ahearn,Point Guard,2,true,4386,74,190,1984,St. Louis,Missouri,United States,125,Missouri State,,2007,3,false,Undrafted,,
26,65820,Devin,Harris,Point Guard,6,true,3822,75,192,1983,Milwaukee,Wisconsin,United States,36,Wisconsin,WI,2004,8,false,1,5,
26,477667,Gordon,Hayward,Guard-Forward,20,true,4724,81,210,1990,Brownsburg,Indiana,United States,165,Butler,IN,2010,2,false,1,9,
26,58063,Josh,Howard,Guard-Forward,8,false,3732,79,210,1980,Winston-Salem,North Carolina,United States,9,Wake Forest,NC,2003,9,false,1,29,
27,66922,Maurice,Evans,Guard-Forward,6,false,3568,77,220,1978,Wichita,Kansas,United States,83,Texas,KS,2001,9,false,Undrafted,,
27,477669,Shelvin,Mack,Point Guard,22,true,4916,75,210,1990,Lexington,Kentucky,United States,165,Butler,KY,2011,1,false,2,4,
27,58102,Brian,Cook,Power Forward,43,false,3727,81,250,1980,Lincoln,Illinois,United States,26,Illinois,IL,2003,9,false,1,24,
27,457185,Chris,Singleton,Small Forward,31,true,4900,80,225,1989,Canton,Georgia,United States,3,Florida State,GA,2011,1,false,1,18,
27,329875,Hamady,Ndiaye,Center,55,false,4787,84,235,1987,Dakar,,Senegal,13,Rutgers,CA,2010,2,false,2,26,
27,550427,Kevin,Seraphin,Forward-Center,13,true,4748,81,278,1989,Cayenne,,France,,None,,2010,2,false,1,17,
27,509456,John,Wall,Point Guard,2,true,4716,76,207,1990,Raleigh,North Carolina,United States,69,Kentucky,NC,2010,2,false,1,1,
27,3257,Rashard,Lewis,Forward,9,true,3275,82,230,1979,Pineville,Louisiana,United States,,None,TX,1998,14,false,2,3,
27,338833,Edwin,Ubiles,Guard-Forward,1,false,4948,78,204,1986,Poughkeepsie,New York,United States,140,Siena,,2011,1,false,Undrafted,,
27,292404,Andray,Blatche,Forward-Center,7,false,3975,83,267,1986,Syracuse,New York,United States,,None,CT,2005,7,false,2,19,
27,168036,Roger,Mason,Shooting Guard,8,true,3628,77,205,1980,Washington,District of Columbia,United States,8,Virginia,MD,2002,8,false,2,2,
27,66594,James,Singleton,Forward,3,true,4055,80,230,1981,Chicago,Illinois,United States,154,Murray State,IL,2005,5,false,Undrafted,,
27,330453,Trevor,Booker,Power Forward,35,true,4754,80,235,1987,Whitmire,South Carolina,United States,1,Clemson,SC,2010,2,false,1,23,
27,229758,Cartier,Martin,Guard-Forward,20,true,4559,79,220,1984,Crockett,Texas,United States,21,Kansas State,TX,2008,4,false,Undrafted,,
27,229631,Morris,Almond,Guard-Forward,21,true,4303,78,225,1985,Dalton,Georgia,United States,81,Rice,GA,2007,3,false,1,25,
27,401082,Jordan,Crawford,Guard,15,true,4758,76,195,1988,Detroit,Michigan,United States,635,Xavier,MI,2010,2,false,1,27,
27,599786,Jan,Vesely,Power Forward,24,true,4887,83,235,1990,Moravska Ostrava,,Czechoslovakia,,None,,2011,1,false,1,6,
27,168013,Nene,Hilario,Forward-Center,42,true,3605,83,250,1982,Sao Carlos,,Brazil,,None,,2002,10,false,1,7,
20,457598,Nikola,Vucevic,Forward-Center,8,true,4897,82,240,1990,Morges,,Switzerland,62,USC,,2011,1,false,1,16,
20,399732,Craig,Brackins,Power Forward,33,false,4752,82,230,1987,Los Angeles,California,United States,19,Iowa State,NH,2010,2,false,1,21,
20,267096,Andres,Nocioni,Forward,5,false,3882,79,225,1979,Santa Fe,,Argentina,,None,,2004,8,false,Undrafted,,
20,398068,Evan,Turner,Guard-Forward,12,true,4717,79,205,1988,Chicago,Illinois,United States,33,Ohio State,IL,2010,2,false,1,2,
20,329862,Jodie,Meeks,Shooting Guard,20,true,4646,76,208,1987,Norcross,Georgia,United States,69,Kentucky,GA,2009,3,false,2,11,
